periodo,universidad,programa,facultad,nivel,estrato,sexo,departamento,total_matriculados,total_graduados
2018-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.0,0.1565
2018-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.0,0.1504
2018-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,0.0,1.1578
2018-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,0.0,1.1124
2018-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.0,0.1579
2018-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.0,0.1517
2019-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.371,0.6367
2019-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.1604,0.6117
2019-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.7324,0.0868
2019-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.7037,0.0834
2019-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.5131,1.5398
2019-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.2969,1.4794
2019-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.7518,0.21
2019-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.7223,0.2017
2020-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,4.4264,1.1253
2020-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,4.2529,1.0811
2020-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.6036,0.1534
2020-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.5799,0.1474
2020-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.6213,0.8856
2020-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.4009,0.8509
2020-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.7665,0.1208
2020-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.7365,0.116
2021-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.9477,1.0187
2021-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.7145,0.9788
2021-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.8111,0.1389
2021-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.7792,0.1335
2021-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.8237,1.1725
2021-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.5953,1.1265
2021-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.7941,0.1599
2021-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.763,0.1536
2022-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.7613,1.0778
2022-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.5354,1.0355
2022-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.7856,0.147
2022-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.7548,0.1412
2022-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.8272,1.0234
2022-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.5987,0.9832
2022-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.7946,0.1395
2022-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.7635,0.1341
2023-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.8224,0.9968
2023-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.5941,0.9577
2023-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.794,0.1359
2023-1,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.7628,0.1306
2023-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 4,Hombres,BOYACÁ,5.6926,1.0964
2023-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Pregrado,Estrato 5,Mujeres,SANTANDER,5.4694,1.0534
2023-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.7763,0.1495
2023-2,UNAL,Ingeniería contra Incendios y Explosiones,Minas,Postgrado,Estrato 1,Mujeres,ANTIOQUIA,0.7458,0.1436
2018-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,0.0,6.7375
2018-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",0.0,6.4733
2018-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,0.0,0.9188
2018-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,0.0,0.8827
2018-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,0.0,6.7951
2018-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",0.0,6.5286
2018-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,0.0,0.9266
2018-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,0.0,0.8903
2019-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,152.3642,3.7367
2019-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",146.3891,3.5901
2019-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,20.7769,0.5095
2019-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,19.9622,0.4896
2019-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,156.396,9.0374
2019-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",150.2628,8.683
2019-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,21.3267,1.2324
2019-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,20.4904,1.184
2020-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,125.5694,6.6043
2020-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",120.6452,6.3453
2020-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,17.1231,0.9006
2020-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,16.4516,0.8653
2020-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,159.465,5.1977
2020-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",153.2115,4.9939
2020-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,21.7452,0.7088
2020-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,20.8925,0.681
2021-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,168.7254,5.979
2021-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",162.1087,5.7445
2021-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,23.008,0.8153
2021-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,22.1057,0.7833
2021-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,165.2061,6.8814
2021-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",158.7274,6.6115
2021-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,22.5281,0.9384
2021-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,21.6447,0.9016
2022-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,163.4376,6.3257
2022-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",157.0283,6.0776
2022-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,22.2869,0.8626
2022-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,21.4129,0.8288
2022-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,165.3068,6.0062
2022-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",158.8242,5.7707
2022-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,22.5418,0.819
2022-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,21.6578,0.7869
2023-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,165.1706,5.8503
2023-1,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",158.6933,5.6209
2023-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,22.5233,0.7978
2023-1,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,21.64,0.7665
2023-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 5,Hombres,SANTANDER,161.4883,6.4347
2023-2,UNAL,Ingeniería de control,Minas,Pregrado,Estrato 6,Mujeres,"BOGOTÁ, D. C.",155.1555,6.1824
2023-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 1,Hombres,ANTIOQUIA,22.0211,0.8775
2023-2,UNAL,Ingeniería de control,Minas,Postgrado,Estrato 2,Mujeres,CUNDINAMARCA,21.1576,0.843
2018-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.0,4.7376
2018-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,0.0,4.5518
2018-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.0,0.646
2018-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.0,0.6207
2018-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",0.0,4.778
2018-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,0.0,4.5907
2018-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.0,0.6516
2018-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.0,0.626
2019-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.371,2.6275
2019-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.1604,2.5245
2019-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.7324,0.3583
2019-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.7037,0.3442
2019-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.5131,6.3548
2019-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.2969,6.1055
2019-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.7518,0.8666
2019-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.7223,0.8326
2020-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",4.4264,4.6439
2020-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,4.2529,4.4618
2020-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.6036,0.6333
2020-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.5799,0.6084
2020-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.6213,3.6549
2020-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.4009,3.5115
2020-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.7665,0.4984
2020-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.7365,0.4788
2021-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.9477,4.2042
2021-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.7145,4.0393
2021-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.8111,0.5733
2021-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.7792,0.5508
2021-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.8237,4.8387
2021-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.5953,4.649
2021-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.7941,0.6598
2021-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.763,0.634
2022-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.7613,4.448
2022-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.5354,4.2736
2022-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.7856,0.6065
2022-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.7548,0.5828
2022-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.8272,4.2234
2022-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.5987,4.0578
2022-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.7946,0.5759
2022-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.7635,0.5533
2023-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.8224,4.1137
2023-1,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.5941,3.9524
2023-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.794,0.561
2023-1,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.7628,0.539
2023-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 6,Hombres,"BOGOTÁ, D. C.",5.6926,4.5247
2023-2,UNAL,Ingeniería de materiales y procesos,Minas,Pregrado,Estrato 1,Mujeres,ANTIOQUIA,5.4694,4.3472
2023-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 2,Hombres,CUNDINAMARCA,0.7763,0.617
2023-2,UNAL,Ingeniería de materiales y procesos,Minas,Postgrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.7458,0.5928
2018-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,0.0,11.2033
2018-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,0.0,10.764
2018-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,0.0,1.5277
2018-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,0.0,1.4678
2018-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,0.0,11.299
2018-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,0.0,10.8559
2018-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,0.0,1.5408
2018-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,0.0,1.4803
2019-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,152.3642,6.2134
2019-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,146.3891,5.9698
2019-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,20.7769,0.8473
2019-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,19.9622,0.8141
2019-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,156.396,15.0276
2019-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,150.2628,14.4382
2019-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,21.3267,2.0492
2019-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,20.4904,1.9689
2020-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,125.5694,10.9818
2020-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,120.6452,10.5511
2020-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,17.1231,1.4975
2020-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,16.4516,1.4388
2020-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,159.465,8.6429
2020-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,153.2115,8.304
2020-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,21.7452,1.1786
2020-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,20.8925,1.1324
2021-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,168.7254,9.942
2021-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,162.1087,9.5521
2021-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,23.008,1.3557
2021-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,22.1057,1.3026
2021-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,165.2061,11.4425
2021-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,158.7274,10.9938
2021-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,22.5281,1.5603
2021-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,21.6447,1.4992
2022-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,163.4376,10.5185
2022-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,157.0283,10.106
2022-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,22.2869,1.4343
2022-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,21.4129,1.3781
2022-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,165.3068,9.9873
2022-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,158.8242,9.5957
2022-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,22.5418,1.3619
2022-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,21.6578,1.3085
2023-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,165.1706,9.728
2023-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,158.6933,9.3465
2023-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,22.5233,1.3265
2023-1,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,21.64,1.2745
2023-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 1,Hombres,ANTIOQUIA,161.4883,10.6998
2023-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Pregrado,Estrato 2,Mujeres,CUNDINAMARCA,155.1555,10.2802
2023-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 3,Hombres,VALLE DEL CAUCA,22.0211,1.4591
2023-2,UNAL,Ingeniería de Minas y Metalurgia,Minas,Postgrado,Estrato 4,Mujeres,BOYACÁ,21.1576,1.4018
2018-1,UNAL,Ingeniería de petróleos,Minas,Pregrado,Estrato 2,Hombres,CUNDINAMARCA,0.0,12.3046
2018-1,UNAL,Ingeniería de petróleos,Minas,Pregrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.0,11.8221
2018-1,UNAL,Ingeniería de petróleos,Minas,Postgrado,Estrato 4,Hombres,BOYACÁ,0.0,1.6779
2018-1,UNAL,Ingeniería de petróleos,Minas,Postgrado,Estrato 5,Mujeres,SANTANDER,0.0,1.6121
2018-2,UNAL,Ingeniería de petróleos,Minas,Pregrado,Estrato 2,Hombres,CUNDINAMARCA,0.0,12.4097
2018-2,UNAL,Ingeniería de petróleos,Minas,Pregrado,Estrato 3,Mujeres,VALLE DEL CAUCA,0.0,11.9231
2018-2,UNAL,Ingeniería de petróleos,Minas,Postgrado,Estrato 4,Hombres,BOYACÁ,0.0,1.6922
2018-2,UNAL,Ingeniería de petróleos,Minas,Postgrado,Estrato 5,Mujeres,SANTANDER,0.0,1.6259
2019-1,UNAL,Ingeniería de petróleos,Minas,Pregrado,Estrato 2,Hombres,CUNDINAMARCA,152.3642,6.8242
2019-1,UNAL,Ingeniería de petróleos,Minas,Pregrado,Estrato 3,Mujeres,VALLE DEL CAUCA,146.3891,6.5566
2019-1,UNAL,Ingeniería de petróleos,Minas,Postgrado,Estrato 4,Hombres,BOYACÁ,20.7769,0.9306
2019-1,UNAL,Ingeniería de petróleos,Minas,Postgrado,Estrato 5,Mujeres,SANTANDER,19.9622,0.8941
2019-2,UNAL,Ingeniería de petróleos,Minas,Pregrado,Estrato 2,Hombres,CUNDINAMARCA,156.396,16.5048
2019-2,UNAL,Ingeniería de petróleos,Minas,Pregrado,Estrato 3,Mujeres,VALLE DEL CAUCA,150.2628,15.8576
2019-2,UNAL,Ingeniería de petróleos,Minas,Postgrado,Estrato 4,Hombres,BOYACÁ,21.3267,2.2507
